customer_zip_code_prefix;customer_city;customer_state
14820;americo brasiliense; Sao Paulo
3185;sao paulo; Sao Paulo
85813;cascavel;Parana
74690;goiania; Goias
78099;cuiaba; Mato Grosso
77695;goianorte; Tocantins
75135;anapolis; Goias
82900;curitiba;Parana
1420;sao paulo; Sao Paulo
91720;porto alegre;Rio Grande do Sul
31655;belo horizonte; Minas Gerais
16071;aracatuba; Sao Paulo
68742;castanhal; Para
4738;sao paulo; Sao Paulo
89205;joinville; Santa Catarina
8430;sao paulo; Sao Paulo
48280;mata de sao joao; Bahia
12501;guaratingueta; Sao Paulo
65400;codo; Maranhao
33903;ribeirao das neves; Minas Gerais
15810;catanduva; Sao Paulo
86026;londrina;Parana
3876;sao paulo; Sao Paulo
3542;sao paulo; Sao Paulo
4304;sao paulo; Sao Paulo
4602;sao paulo; Sao Paulo
86350;santa mariana;Parana
58073;joao pessoa; Paraiba
88750;braco do norte; Santa Catarina
60811;fortaleza; Ceara
5847;sao paulo; Sao Paulo
43850;sao sebastiao do passe; Bahia
3258;sao paulo; Sao Paulo
29158;cariacica; Espirito Santo
36406;conselheiro lafaiete; Minas Gerais
30510;belo horizonte; Minas Gerais
60040;fortaleza; Ceara
2721;sao paulo; Sao Paulo
6296;osasco; Sao Paulo
2322;sao paulo; Sao Paulo
72800;luziania; Goias
1141;sao paulo; Sao Paulo
72602;brasilia; Distrito Federal
58570;sao jose dos cordeiros; Paraiba
54140;jaboatao dos guararapes; Pernambuco
31520;belo horizonte; Minas Gerais
5616;sao paulo; Sao Paulo
1240;sao paulo; Sao Paulo
8772;mogi das cruzes; Sao Paulo
90250;porto alegre;Rio Grande do Sul
97950;guarani das missoes;Rio Grande do Sul
11460;guaruja; Sao Paulo
39460;manga; Minas Gerais
21530;rio de janeiro;Rio de Janeiro
39135;presidente kubitschek; Minas Gerais
88360;guabiruba; Santa Catarina
3591;sao paulo; Sao Paulo
3181;sao paulo; Sao Paulo
89084;indaial; Santa Catarina
72887;cidade ocidental; Goias
11612;sao sebastiao; Sao Paulo
13172;sumare; Sao Paulo
70687;brasilia; Distrito Federal
39740;guanhaes; Minas Gerais
88331;balneario camboriu; Santa Catarina
13457;santa barbara d'oeste; Sao Paulo
18681;lencois paulista; Sao Paulo
1004;sao paulo; Sao Paulo
38290;carneirinho; Minas Gerais
11628;sao sebastiao; Sao Paulo
34001;nova lima; Minas Gerais
94440;viamao;Rio Grande do Sul
3927;sao paulo; Sao Paulo
82030;curitiba;Parana
65700;bacabal; Maranhao
4316;sao paulo; Sao Paulo
87303;campo mourao;Parana
25880;sapucaia;Rio de Janeiro
44345;cabaceiras do paraguacu; Bahia
3128;sao paulo; Sao Paulo
28016;campos dos goytacazes;Rio de Janeiro
3403;sao paulo; Sao Paulo
57630;belem; Alagoas
36884;muriae; Minas Gerais
86035;londrina;Parana
90220;porto alegre;Rio Grande do Sul
12952;atibaia; Sao Paulo
12916;braganca paulista; Sao Paulo
26031;nova iguacu;Rio de Janeiro
24931;marica;Rio de Janeiro
34600;sabara; Minas Gerais
14795;colombia; Sao Paulo
89270;guaramirim; Santa Catarina
79034;campo grande; Mato Grosso do Sul
21630;rio de janeiro;Rio de Janeiro
32400;ibirite; Minas Gerais
87780;paraiso do norte;Parana
59158;parnamirim;Rio Grande do Norte
17527;marilia; Sao Paulo
32676;betim; Minas Gerais
59090;natal;Rio Grande do Norte
83707;araucaria;Parana
8561;poa; Sao Paulo
13308;itu; Sao Paulo
94960;cachoeirinha;Rio Grande do Sul
63515;quixelo; Ceara
28025;campos dos goytacazes;Rio de Janeiro
66833;belem; Para
2060;sao paulo; Sao Paulo
37570;ouro fino; Minas Gerais
2274;sao paulo; Sao Paulo
5345;sao paulo; Sao Paulo
5141;sao paulo; Sao Paulo
32180;contagem; Minas Gerais
63290;jardim; Ceara
59690;janduis;Rio Grande do Norte
13487;limeira; Sao Paulo
52030;recife; Pernambuco
15240;nipoa; Sao Paulo
86165;florestopolis;Parana
46575;caturama; Bahia
72238;brasilia; Distrito Federal
6775;taboao da serra; Sao Paulo
28942;sao pedro da aldeia;Rio de Janeiro
27165;sao jose do turvo;Rio de Janeiro
28145;sao sebastiao de campos;Rio de Janeiro
60861;fortaleza; Ceara
3414;sao paulo; Sao Paulo
78500;colider; Mato Grosso
62430;granja; Ceara
70673;brasilia; Distrito Federal
58301;santa rita; Paraiba
72804;luziania; Goias
25740;petropolis;Rio de Janeiro
53403;paulista; Pernambuco
30530;belo horizonte; Minas Gerais
85502;pato branco;Parana
55643;gravata; Pernambuco
58431;campina grande; Paraiba
29785;vila valerio; Espirito Santo
4853;sao paulo; Sao Paulo
65930;acailandia; Maranhao
40415;salvador; Bahia
48435;adustina; Bahia
95084;caxias do sul;Rio Grande do Sul
37220;bom sucesso; Minas Gerais
61600;caucaia; Ceara
6654;itapevi; Sao Paulo
24325;niteroi;Rio de Janeiro
4146;sao paulo; Sao Paulo
63260;brejo santo; Ceara
65540;santa quiteria do maranhao; Maranhao
44530;sapeacu; Bahia
2432;sao paulo; Sao Paulo
5439;sao paulo; Sao Paulo
99680;constantina;Rio Grande do Sul
18131;sao roque; Sao Paulo
60170;fortaleza; Ceara
45263;bom jesus da serra; Bahia
9341;maua; Sao Paulo
17064;bauru; Sao Paulo
28922;cabo frio;Rio de Janeiro
2407;sao paulo; Sao Paulo
28380;natividade;Rio de Janeiro
71936;brasilia; Distrito Federal
3622;sao paulo; Sao Paulo
12092;taubate; Sao Paulo
94935;cachoeirinha;Rio Grande do Sul
85950;palotina;Parana
17021;bauru; Sao Paulo
59330;jucurutu;Rio Grande do Norte
37970;pratapolis; Minas Gerais
64027;teresina; Piaui
45020;vitoria da conquista; Bahia
35220;itueta; Minas Gerais
29194;aracruz; Espirito Santo
36505;uba; Minas Gerais
93336;novo hamburgo;Rio Grande do Sul
1308;sao paulo; Sao Paulo
17960;monte castelo; Sao Paulo
57955;maragogi; Alagoas
3474;sao paulo; Sao Paulo
18045;sorocaba; Sao Paulo
59120;natal;Rio Grande do Norte
8559;poa; Sao Paulo
48300;conde; Bahia
20081;rio de janeiro;Rio de Janeiro
45078;vitoria da conquista; Bahia
29650;santa teresa; Espirito Santo
25030;duque de caxias;Rio de Janeiro
88108;sao jose; Santa Catarina
6770;taboao da serra; Sao Paulo
6213;osasco; Sao Paulo
75144;anapolis; Goias
54150;jaboatao dos guararapes; Pernambuco
19015;presidente prudente; Sao Paulo
39960;jequitinhonha; Minas Gerais
2963;sao paulo; Sao Paulo
2016;sao paulo; Sao Paulo
65245;peri mirim; Maranhao
15900;taquaritinga; Sao Paulo
93220;sapucaia do sul;Rio Grande do Sul
94910;cachoeirinha;Rio Grande do Sul
31742;belo horizonte; Minas Gerais
20060;rio de janeiro;Rio de Janeiro
7861;franco da rocha; Sao Paulo
57500;santana do ipanema; Alagoas
65530;urbano santos; Maranhao
74030;goiania; Goias
27338;barra mansa;Rio de Janeiro
4807;sao paulo; Sao Paulo
39160;santo antonio do itambe; Minas Gerais
9411;ribeirao pires; Sao Paulo
8538;ferraz de vasconcelos; Sao Paulo
4930;sao paulo; Sao Paulo
17025;bauru; Sao Paulo
2254;sao paulo; Sao Paulo
26290;nova iguacu;Rio de Janeiro
86186;cambe;Parana
40313;salvador; Bahia
27516;resende;Rio de Janeiro
2814;sao paulo; Sao Paulo
64023;teresina; Piaui
79060;campo grande; Mato Grosso do Sul
39535;vargem grande do rio pardo; Minas Gerais
6807;embu das artes; Sao Paulo
12287;cacapava; Sao Paulo
26112;belford roxo;Rio de Janeiro
28994;saquarema;Rio de Janeiro
32342;contagem; Minas Gerais
9892;sao bernardo do campo; Sao Paulo
90013;porto alegre;Rio Grande do Sul
5876;sao paulo; Sao Paulo
1311;sao paulo; Sao Paulo
42709;lauro de freitas; Bahia
55670;sao joaquim do monte; Pernambuco
77816;araguaina; Tocantins
4014;sao paulo; Sao Paulo
5333;sao paulo; Sao Paulo
55028;caruaru; Pernambuco
6226;osasco; Sao Paulo
70298;brasilia; Distrito Federal
29135;viana; Espirito Santo
29317;cachoeiro de itapemirim; Espirito Santo
83570;cerro azul;Parana
79310;corumba; Mato Grosso do Sul
17480;cabralia paulista; Sao Paulo
35302;caratinga; Minas Gerais
13338;indaiatuba; Sao Paulo
81590;curitiba;Parana
36430;santana dos montes; Minas Gerais
88135;palhoca; Santa Catarina
65056;sao luis; Maranhao
27215;volta redonda;Rio de Janeiro
37062;varginha; Minas Gerais
57081;maceio; Alagoas
56328;petrolina; Pernambuco
45651;ilheus; Bahia
90830;porto alegre;Rio Grande do Sul
1410;sao paulo; Sao Paulo
38045;uberaba; Minas Gerais
8527;ferraz de vasconcelos; Sao Paulo
64460;agua branca; Piaui
2765;sao paulo; Sao Paulo
3131;sao paulo; Sao Paulo
79094;campo grande; Mato Grosso do Sul
57150;pilar; Alagoas
69912;rio branco;Acre
44075;feira de santana; Bahia
65500;chapadinha; Maranhao
85708;bom jesus do sul;Parana
5114;sao paulo; Sao Paulo
88230;canelinha; Santa Catarina
3506;sao paulo; Sao Paulo
25271;duque de caxias;Rio de Janeiro
89281;sao bento do sul; Santa Catarina
93530;novo hamburgo;Rio Grande do Sul
74565;goiania; Goias
29070;vitoria; Espirito Santo
79091;campo grande; Mato Grosso do Sul
60510;fortaleza; Ceara
36555;ervalia; Minas Gerais
59603;mossoro;Rio Grande do Norte
4472;sao paulo; Sao Paulo
24743;sao goncalo;Rio de Janeiro
5772;sao paulo; Sao Paulo
35770;caetanopolis; Minas Gerais
86950;fenix;Parana
13915;jaguariuna; Sao Paulo
6726;cotia; Sao Paulo
25540;sao joao de meriti;Rio de Janeiro
89172;pouso redondo; Santa Catarina
95270;flores da cunha;Rio Grande do Sul
8665;suzano; Sao Paulo
46820;bonito; Bahia
2013;sao paulo; Sao Paulo
4213;sao paulo; Sao Paulo
40240;salvador; Bahia
75970;turvelandia; Goias
33140;santa luzia; Minas Gerais
3530;sao paulo; Sao Paulo
49070;aracaju; Sergipe
70843;brasilia; Distrito Federal
88150;aguas mornas; Santa Catarina
57900;porto calvo; Alagoas
2252;sao paulo; Sao Paulo
3141;sao paulo; Sao Paulo
3286;sao paulo; Sao Paulo
55200;pesqueira; Pernambuco
72745;brasilia; Distrito Federal
8111;sao paulo; Sao Paulo
3422;sao paulo; Sao Paulo
96180;camaqua;Rio Grande do Sul
77500;porto nacional; Tocantins
66810;belem; Para
25223;duque de caxias;Rio de Janeiro
63490;jaguaribara; Ceara
13318;jacare; Sao Paulo
92500;guaiba;Rio Grande do Sul
76920;ouro preto do oeste; Rondonia
11520;cubatao; Sao Paulo
72460;brasilia; Distrito Federal
3132;sao paulo; Sao Paulo
71996;brasilia; Distrito Federal
85830;formosa do oeste;Parana
89138;ascurra; Santa Catarina
85805;cascavel;Parana
96880;vera cruz;Rio Grande do Sul
3102;sao paulo; Sao Paulo
7096;guarulhos; Sao Paulo
77475;araguacu; Tocantins
81320;curitiba;Parana
24466;sao goncalo;Rio de Janeiro
35058;governador valadares; Minas Gerais
72726;brasilia; Distrito Federal
69301;boa vista; Roraima
5501;sao paulo; Sao Paulo
2534;sao paulo; Sao Paulo
55555;xexeu; Pernambuco
20970;rio de janeiro;Rio de Janeiro
68552;redencao; Para
7404;aruja; Sao Paulo
3561;sao paulo; Sao Paulo
66910;belem; Para
27933;macae;Rio de Janeiro
65393;buriticupu; Maranhao
29945;sao mateus; Espirito Santo
3149;sao paulo; Sao Paulo
35669;papagaios; Minas Gerais
74919;aparecida de goiania; Goias
16500;cafelandia; Sao Paulo
60865;fortaleza; Ceara
26130;belford roxo;Rio de Janeiro
57301;arapiraca; Alagoas
16750;rubiacea; Sao Paulo
11666;caraguatatuba; Sao Paulo
5003;sao paulo; Sao Paulo
71635;brasilia; Distrito Federal
9120;santo andre; Sao Paulo
65515;buriti; Maranhao
86813;apucarana;Parana
13105;campinas; Sao Paulo
6145;osasco; Sao Paulo
6326;carapicuiba; Sao Paulo
60760;fortaleza; Ceara
9020;santo andre; Sao Paulo
97504;uruguaiana;Rio Grande do Sul
83065;sao jose dos pinhais;Parana
21040;rio de janeiro;Rio de Janeiro
69917;rio branco;Acre
24935;marica;Rio de Janeiro
13240;jarinu; Sao Paulo
5871;sao paulo; Sao Paulo
94170;gravatai;Rio Grande do Sul
89410;santa cruz do timbo; Santa Catarina
25085;duque de caxias;Rio de Janeiro
1042;sao paulo; Sao Paulo
5820;sao paulo; Sao Paulo
1106;sao paulo; Sao Paulo
82600;curitiba;Parana
60120;fortaleza; Ceara
89870;pinhalzinho; Santa Catarina
74944;aparecida de goiania; Goias
12324;jacarei; Sao Paulo
72007;brasilia; Distrito Federal
8375;sao paulo; Sao Paulo
7192;guarulhos; Sao Paulo
5014;sao paulo; Sao Paulo
81650;curitiba;Parana
24452;sao goncalo;Rio de Janeiro
97576;santana do livramento;Rio Grande do Sul
6407;barueri; Sao Paulo
3318;sao paulo; Sao Paulo
47100;barra; Bahia
29258;araguaia; Espirito Santo
25900;mage;Rio de Janeiro
13630;pirassununga; Sao Paulo
45638;coaraci; Bahia
36081;juiz de fora; Minas Gerais
9572;sao caetano do sul; Sao Paulo
87265;quinta do sol;Parana
11606;sao sebastiao; Sao Paulo
90850;porto alegre;Rio Grande do Sul
11425;guaruja; Sao Paulo
2565;sao paulo; Sao Paulo
15410;cajobi; Sao Paulo
6780;taboao da serra; Sao Paulo
89221;joinville; Santa Catarina
94818;alvorada;Rio Grande do Sul
36345;lagoa dourada; Minas Gerais
15525;parisi; Sao Paulo
76968;cacoal; Rondonia
4474;sao paulo; Sao Paulo
69309;boa vista; Roraima
81580;curitiba;Parana
3193;sao paulo; Sao Paulo
96209;rio grande;Rio Grande do Sul
2167;sao paulo; Sao Paulo
17526;marilia; Sao Paulo
3759;sao paulo; Sao Paulo
7095;guarulhos; Sao Paulo
8331;sao paulo; Sao Paulo
74440;goiania; Goias
2739;sao paulo; Sao Paulo
3118;sao paulo; Sao Paulo
93614;estancia velha;Rio Grande do Sul
67143;ananindeua; Para
19913;ourinhos; Sao Paulo
27541;resende;Rio de Janeiro
35138;alpercata; Minas Gerais
95580;tres cachoeiras;Rio Grande do Sul
3985;sao paulo; Sao Paulo
29510;celina; Espirito Santo
85603;francisco beltrao;Parana
28415;pureza;Rio de Janeiro
28908;cabo frio;Rio de Janeiro
73840;campos belos; Goias
15038;sao jose do rio preto; Sao Paulo
25255;duque de caxias;Rio de Janeiro
76954;alta floresta d'oeste; Rondonia
17600;tupa; Sao Paulo
3582;sao paulo; Sao Paulo
58150;pocinhos; Paraiba
93330;novo hamburgo;Rio Grande do Sul
36032;juiz de fora; Minas Gerais
27115;barra do pirai;Rio de Janeiro
2333;sao paulo; Sao Paulo
5052;sao paulo; Sao Paulo
87720;paranavai;Parana
13224;varzea paulista; Sao Paulo
2042;sao paulo; Sao Paulo
69042;manaus; Amazonas
65150;rosario; Maranhao
99523;almirante tamandare do sul;Rio Grande do Sul
48608;paulo afonso; Bahia
76540;mutunopolis; Goias
75145;anapolis; Goias
4367;sao paulo; Sao Paulo
88520;lages; Santa Catarina
59080;natal;Rio Grande do Norte
75240;bela vista de goias; Goias
3364;sao paulo; Sao Paulo
5716;sao paulo; Sao Paulo
14150;serrana; Sao Paulo
14057;ribeirao preto; Sao Paulo
62580;acarau; Ceara
72250;brasilia; Distrito Federal
93226;sapucaia do sul;Rio Grande do Sul
88845;cocal do sul; Santa Catarina
11325;sao vicente; Sao Paulo
8566;poa; Sao Paulo
17920;ouro verde; Sao Paulo
94030;gravatai;Rio Grande do Sul
13770;caconde; Sao Paulo
89887;palmitos; Santa Catarina
18411;itapeva; Sao Paulo
57120;satuba; Alagoas
2967;sao paulo; Sao Paulo
3626;sao paulo; Sao Paulo
86083;londrina;Parana
13057;campinas; Sao Paulo
56210;santa filomena; Pernambuco
6523;santana de parnaiba; Sao Paulo
45300;amargosa; Bahia
85606;francisco beltrao;Parana
88830;morro da fumaca; Santa Catarina
93025;sao leopoldo;Rio Grande do Sul
1135;sao paulo; Sao Paulo
7091;guarulhos; Sao Paulo
60351;fortaleza; Ceara
4042;sao paulo; Sao Paulo
86062;londrina;Parana
4784;sao paulo; Sao Paulo
89284;sao bento do sul; Santa Catarina
4215;sao paulo; Sao Paulo
14640;morro agudo; Sao Paulo
11662;caraguatatuba; Sao Paulo
55720;joao alfredo; Pernambuco
8344;sao paulo; Sao Paulo
62762;aratuba; Ceara
95042;caxias do sul;Rio Grande do Sul
64059;teresina; Piaui
95365;sao jorge;Rio Grande do Sul
13300;itu; Sao Paulo
31630;belo horizonte; Minas Gerais
6243;osasco; Sao Paulo
27332;barra mansa;Rio de Janeiro
25945;guapimirim;Rio de Janeiro
14079;ribeirao preto; Sao Paulo
2567;sao paulo; Sao Paulo
74970;aparecida de goiania; Goias
74533;goiania; Goias
6680;itapevi; Sao Paulo
91120;porto alegre;Rio Grande do Sul
99708;erechim;Rio Grande do Sul
26920;conrado;Rio de Janeiro
35277;sao joao do manteninha; Minas Gerais
79081;campo grande; Mato Grosso do Sul
6694;itapevi; Sao Paulo
57082;maceio; Alagoas
3180;sao paulo; Sao Paulo
85870;foz do iguacu;Parana
14080;ribeirao preto; Sao Paulo
81830;curitiba;Parana
98785;santa rosa;Rio Grande do Sul
14098;ribeirao preto; Sao Paulo
21041;rio de janeiro;Rio de Janeiro
2978;sao paulo; Sao Paulo
15808;catanduva; Sao Paulo
95335;cotipora;Rio Grande do Sul
9781;sao bernardo do campo; Sao Paulo
29630;brejetuba; Espirito Santo
50741;recife; Pernambuco
26550;mesquita;Rio de Janeiro
37960;sao tomas de aquino; Minas Gerais
12228;sao jose dos campos; Sao Paulo
16440;sabino; Sao Paulo
58045;joao pessoa; Paraiba
38490;indianopolis; Minas Gerais
5372;sao paulo; Sao Paulo
65057;sao luis; Maranhao
24436;sao goncalo;Rio de Janeiro
89222;joinville; Santa Catarina
3757;sao paulo; Sao Paulo
57036;maceio; Alagoas
16900;andradina; Sao Paulo
5061;sao paulo; Sao Paulo
2125;sao paulo; Sao Paulo
9571;sao caetano do sul; Sao Paulo
65690;colinas; Maranhao
24802;itaborai;Rio de Janeiro
81330;curitiba;Parana
37900;passos; Minas Gerais
2417;sao paulo; Sao Paulo
2871;sao paulo; Sao Paulo
28570;itaocara;Rio de Janeiro
39827;pote; Minas Gerais
4168;sao paulo; Sao Paulo
8640;suzano; Sao Paulo
72110;brasilia; Distrito Federal
48602;paulo afonso; Bahia
13380;nova odessa; Sao Paulo
57083;maceio; Alagoas
76916;presidente medici; Rondonia
9690;sao bernardo do campo; Sao Paulo
5280;sao paulo; Sao Paulo
86038;londrina;Parana
3728;sao paulo; Sao Paulo
70736;brasilia; Distrito Federal
15880;tabapua; Sao Paulo
12445;pindamonhangaba; Sao Paulo
26298;nova iguacu;Rio de Janeiro
23815;itaguai;Rio de Janeiro
13602;araras; Sao Paulo
62260;reriutaba; Ceara
71735;brasilia; Distrito Federal
62598;jijoca de jericoacoara; Ceara
29460;bom jesus do norte; Espirito Santo
15076;sao jose do rio preto; Sao Paulo
96150;morro redondo;Rio Grande do Sul
88137;palhoca; Santa Catarina
4754;sao paulo; Sao Paulo
28027;campos dos goytacazes;Rio de Janeiro
48020;alagoinhas; Bahia
26060;nova iguacu;Rio de Janeiro
2555;sao paulo; Sao Paulo
5159;sao paulo; Sao Paulo
34018;nova lima; Minas Gerais
23066;rio de janeiro;Rio de Janeiro
6528;santana de parnaiba; Sao Paulo
4647;sao paulo; Sao Paulo
2255;sao paulo; Sao Paulo
18860;timburi; Sao Paulo
24744;sao goncalo;Rio de Janeiro
9780;sao bernardo do campo; Sao Paulo
88828;balneario rincao; Santa Catarina
79370;ladario; Mato Grosso do Sul
29143;cariacica; Espirito Santo
98570;campo novo;Rio Grande do Sul
95760;sao sebastiao do cai;Rio Grande do Sul
4909;sao paulo; Sao Paulo
25903;mage;Rio de Janeiro
42804;camacari; Bahia
68627;paragominas; Para
89803;chapeco; Santa Catarina
9070;santo andre; Sao Paulo
15046;sao jose do rio preto; Sao Paulo
13100;campinas; Sao Paulo
30865;belo horizonte; Minas Gerais
88090;florianopolis; Santa Catarina
25266;duque de caxias;Rio de Janeiro
20021;rio de janeiro;Rio de Janeiro
3707;sao paulo; Sao Paulo
5056;sao paulo; Sao Paulo
71939;brasilia; Distrito Federal
63195;altaneira; Ceara
58067;joao pessoa; Paraiba
5859;sao paulo; Sao Paulo
38755;lagoa grande; Minas Gerais
27321;barra mansa;Rio de Janeiro
58400;campina grande; Paraiba
5819;sao paulo; Sao Paulo
6266;osasco; Sao Paulo
41205;salvador; Bahia
12402;pindamonhangaba; Sao Paulo
30628;belo horizonte; Minas Gerais
5845;sao paulo; Sao Paulo
6180;osasco; Sao Paulo
49250;indiaroba; Sergipe
26053;nova iguacu;Rio de Janeiro
25803;tres rios;Rio de Janeiro
82015;curitiba;Parana
8563;poa; Sao Paulo
37195;santana da vargem; Minas Gerais
11370;sao vicente; Sao Paulo
4609;sao paulo; Sao Paulo
2117;sao paulo; Sao Paulo
12914;braganca paulista; Sao Paulo
65585;paulino neves; Maranhao
39570;grao mogol; Minas Gerais
28611;nova friburgo;Rio de Janeiro
26051;nova iguacu;Rio de Janeiro
79900;ponta pora; Mato Grosso do Sul
77790;nova olinda; Tocantins
16450;getulina; Sao Paulo
87920;santa cruz de monte castelo;Parana
1317;sao paulo; Sao Paulo
4081;sao paulo; Sao Paulo
3360;sao paulo; Sao Paulo
86140;primeiro de maio;Parana
3888;sao paulo; Sao Paulo
28400;sao fidelis;Rio de Janeiro
1456;sao paulo; Sao Paulo
28615;nova friburgo;Rio de Janeiro
13236;campo limpo paulista; Sao Paulo
28944;sao pedro da aldeia;Rio de Janeiro
13902;amparo; Sao Paulo
21231;rio de janeiro;Rio de Janeiro
78721;rondonopolis; Mato Grosso
13350;elias fausto; Sao Paulo
1017;sao paulo; Sao Paulo
5028;sao paulo; Sao Paulo
21030;rio de janeiro;Rio de Janeiro
25651;petropolis;Rio de Janeiro
2222;sao paulo; Sao Paulo
50020;recife; Pernambuco
55375;calcado; Pernambuco
41610;salvador; Bahia
49200;estancia; Sergipe
89055;blumenau; Santa Catarina
6706;cotia; Sao Paulo
13477;americana; Sao Paulo
36204;barbacena; Minas Gerais
27211;volta redonda;Rio de Janeiro
75803;jatai; Goias
36860;patrocinio do muriae; Minas Gerais
58058;joao pessoa; Paraiba
21555;rio de janeiro;Rio de Janeiro
89239;joinville; Santa Catarina
5060;sao paulo; Sao Paulo
52121;recife; Pernambuco
57073;maceio; Alagoas
37551;pouso alegre; Minas Gerais
88302;itajai; Santa Catarina
6465;barueri; Sao Paulo
4180;sao paulo; Sao Paulo
26270;nova iguacu;Rio de Janeiro
2271;sao paulo; Sao Paulo
5305;sao paulo; Sao Paulo
84240;pirai do sul;Parana
84165;castro;Parana
5001;sao paulo; Sao Paulo
72306;brasilia; Distrito Federal
3357;sao paulo; Sao Paulo
95660;tres coroas;Rio Grande do Sul
9691;sao bernardo do campo; Sao Paulo
29121;vila velha; Espirito Santo
39855;ouro verde de minas; Minas Gerais
94475;viamao;Rio Grande do Sul
60442;fortaleza; Ceara
94515;viamao;Rio Grande do Sul
4866;sao paulo; Sao Paulo
66635;belem; Para
75095;anapolis; Goias
72705;brasilia; Distrito Federal
86602;rolandia;Parana
55485;jurema; Pernambuco
39795;sao sebastiao do maranhao; Minas Gerais
21745;rio de janeiro;Rio de Janeiro
3348;sao paulo; Sao Paulo
36021;juiz de fora; Minas Gerais
7232;guarulhos; Sao Paulo
95190;sao marcos;Rio Grande do Sul
44190;santo estevao; Bahia
21730;rio de janeiro;Rio de Janeiro
25887;jamapara;Rio de Janeiro
5711;sao paulo; Sao Paulo
19360;santo anastacio; Sao Paulo
17905;jamaica; Sao Paulo
25525;sao joao de meriti;Rio de Janeiro
58103;cabedelo; Paraiba
5386;sao paulo; Sao Paulo
3559;sao paulo; Sao Paulo
27945;macae;Rio de Janeiro
21860;rio de janeiro;Rio de Janeiro
32242;contagem; Minas Gerais
5477;sao paulo; Sao Paulo
23950;angra dos reis;Rio de Janeiro
18570;conchas; Sao Paulo
35545;perdigao; Minas Gerais
53150;olinda; Pernambuco
33115;santa luzia; Minas Gerais
9770;sao bernardo do campo; Sao Paulo
32113;contagem; Minas Gerais
29400;mimoso do sul; Espirito Santo
5358;sao paulo; Sao Paulo
3881;sao paulo; Sao Paulo
26120;belford roxo;Rio de Janeiro
74922;aparecida de goiania; Goias
14882;jaboticabal; Sao Paulo
36045;juiz de fora; Minas Gerais
3946;sao paulo; Sao Paulo
59820;riacho da cruz;Rio Grande do Norte
14660;sales oliveira; Sao Paulo
85640;ampere;Parana
42835;arembepe; Bahia
36960;pocrane; Minas Gerais
37815;santa cruz do prata; Minas Gerais
27916;macae;Rio de Janeiro
94820;alvorada;Rio Grande do Sul
11450;guaruja; Sao Paulo
85155;inacio martins;Parana
12031;taubate; Sao Paulo
89223;joinville; Santa Catarina
89218;joinville; Santa Catarina
8380;sao paulo; Sao Paulo
59054;natal;Rio Grande do Norte
7724;caieiras; Sao Paulo
3665;sao paulo; Sao Paulo
2303;sao paulo; Sao Paulo
22730;rio de janeiro;Rio de Janeiro
68520;sao domingos do araguaia; Para
83604;campo largo;Parana
6503;santana de parnaiba; Sao Paulo
1144;sao paulo; Sao Paulo
39995;divisa alegre; Minas Gerais
1019;sao paulo; Sao Paulo
60866;fortaleza; Ceara
1448;sao paulo; Sao Paulo
4555;sao paulo; Sao Paulo
45658;ilheus; Bahia
72725;brasilia; Distrito Federal
39920;jordania; Minas Gerais
68746;castanhal; Para
24732;sao goncalo;Rio de Janeiro
59060;natal;Rio Grande do Norte
65049;sao luis; Maranhao
66830;belem; Para
13835;conchal; Sao Paulo
9616;sao bernardo do campo; Sao Paulo
4625;sao paulo; Sao Paulo
78365;sapezal; Mato Grosso
16205;birigui; Sao Paulo
5585;sao paulo; Sao Paulo
4580;sao paulo; Sao Paulo
24715;sao goncalo;Rio de Janeiro
12405;pindamonhangaba; Sao Paulo
30860;belo horizonte; Minas Gerais
75104;anapolis; Goias
39688;setubinha; Minas Gerais
65062;sao luis; Maranhao
18220;alambari; Sao Paulo
12072;taubate; Sao Paulo
2847;sao paulo; Sao Paulo
87820;cidade gaucha;Parana
78625;novo sao joaquim; Mato Grosso
38015;uberaba; Minas Gerais
88504;lages; Santa Catarina
3456;sao paulo; Sao Paulo
62280;santa quiteria; Ceara
95305;ibiraiaras;Rio Grande do Sul
3475;sao paulo; Sao Paulo
7114;guarulhos; Sao Paulo
48110;catu; Bahia
35063;governador valadares; Minas Gerais
74356;goiania; Goias
74353;goiania; Goias
28620;nova friburgo;Rio de Janeiro
98995;porto xavier;Rio Grande do Sul
75254;senador canedo; Goias
84043;ponta grossa;Parana
7401;aruja; Sao Paulo
34012;nova lima; Minas Gerais
14062;ribeirao preto; Sao Paulo
59056;natal;Rio Grande do Norte
3160;sao paulo; Sao Paulo
75360;aragoiania; Goias
3970;sao paulo; Sao Paulo
87380;janiopolis;Parana
95690;rolante;Rio Grande do Sul
40390;salvador; Bahia
63051;juazeiro do norte; Ceara
29665;sao roque do canaa; Espirito Santo
6036;osasco; Sao Paulo
6216;osasco; Sao Paulo
65040;sao luis; Maranhao
41150;salvador; Bahia
17510;marilia; Sao Paulo
69063;manaus; Amazonas
26286;nova iguacu;Rio de Janeiro
45023;vitoria da conquista; Bahia
55845;buenos aires; Pernambuco
65064;sao luis; Maranhao
12620;piquete; Sao Paulo
89287;sao bento do sul; Santa Catarina
4119;sao paulo; Sao Paulo
74013;goiania; Goias
6655;itapevi; Sao Paulo
87170;ourizona;Parana
66115;belem; Para
5852;sao paulo; Sao Paulo
29066;vitoria; Espirito Santo
18407;itapeva; Sao Paulo
